StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q1-1,Q1-2,Q2-2-a_1,Q28_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q2-3,Q2-4-1,Q2-4-2_10,Q2-4-2_11,Q2-4-2_12,Q2-4-2_13,Q2-4-2_14,Q2-4-2_15,Q2-4-2_16,Q2-4-3_1,Q2-4-3_2,Q2-4-3_13,Q2-4-3_3,Q2-4-3_4,Q2-4-3_5,Q2-4-3_6,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q4-1-1,Q4-1-2,Q4-1-3_1,Q4-1-3_2,Q4-1-3_13,Q4-1-3_3,Q4-1-3_4,Q4-1-3_5,Q4-1-3_6,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q27_1,Q27_2,Q27_13,Q27_3,Q27_4,Q27_5,Q27_6,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q4-1-4_7,Q4-2-1,Q4-2-2,Q2-1-1,Q2-1-1_4_TEXT,Q2-1-2,Q2-1-2_3_TEXT,Q2-1-3,intent,Group,solutionOneEmpty,solutionTwoEmpty,solutionThreeEmpty,solutionFourEmpty,solutionFiveEmpty,solutionSixEmpty,solutionSevenEmpty,newSolutionOneEmpty,newSolutionTwoEmpty,newSolutionThreeEmpty,newSolutionFourEmpty,newSolutionFiveEmpty,newSolutionSixEmpty,newSolutionSevenEmpty
2021-08-21 19:31:31,2021-08-21 19:34:46,IP Address,104.129.198.109,100,194,True,2021-08-21 19:34:47,R_8AESwrhy9bh7I8p,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,610affcf77312cc0b369cfe5,Yes,,3,,2.391,62.353,63.055,2,"Unexpected life events altered my scheduled plan after college. Internship has set to a pause so I can work and support my family. ",No,,,,,,,,,,,,,,,,,,,11.256,11.256,11.927,1,5.07,48.279,49.238,2,"Unexpected life events changed my set plan after college. My internship has to wait so I can work instead to support myself and my family. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,No,Never,I am,27,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,,,,,,,,,,,,,,
2021-08-21 19:27:20,2021-08-21 19:34:59,IP Address,76.100.65.139,100,458,True,2021-08-21 19:34:59,R_1M50jMBwK74RHyE,,,,,38.9705047607421875,-76.83879852294921875,anonymous,EN,61018f3269df71dfbea45098,Yes,,5,,2.008,92.46,95.402,9,I am in the last year of my undergradute degree. I have committed to go to medical school and become a doctor. but I am also weary because I feel as though I will be wasting away my youth while in school.,Yes,Start setting boundaries to maintain a healthy work-life balance,"Reevaluate my career choice ",Suffer through medical school so that afterwards I can maintain the lifestyle of my dreams.,,,,,9,2,4,,,,,,,,,0,0,87.659,0,8.923,102.12,103.576,6,My career choice may lead to an unhealthy work-life balance but I feel like my desire to help my community and work in healthcare is what will sustain me through all the trials and tribulations.,No,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,No,Never,I am,21,Female,,Technical/community college,yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 19:30:53,2021-08-21 19:35:11,IP Address,100.17.20.214,100,258,True,2021-08-21 19:35:11,R_23f68kfljH6tCw3,,,,,42.48809814453125,-71.2758026123046875,anonymous,EN,611fcb7096d91a6f6c0a60ff,Yes,,,5,2.772,12.363,13.501,4,none,Yes,none,none,none,none,none,none,none,9,9,10,7,7,7,8,,,,,0,0,2.869,0,1.606,14.09,15.451,3,none,Yes,,,,,,,,none,,,,,,,8,8,9,8,8,6,6,9,,,,,,,5,Yes,Never,I am,39,Male,,Graduate degree (MA/MSc/MPhil/other),no,IChing,false,false,false,false,false,false,false,false,,,,,,
2021-08-21 19:27:13,2021-08-21 19:35:26,IP Address,66.169.199.203,100,493,True,2021-08-21 19:35:26,R_1itGeSXc682WJYz,,,,,32.82659912109375,-96.7888031005859375,anonymous,EN,611efed1fbf501ff450bc0ba,Yes,,5,,1.62,25.064,26.515,3,"I am in a job I do not like and need to find a new one. ",Yes,Quitting without finding a new job,"Finding a new job and then quitting ","Reaching out to family for leads ",Looking on job finding websites,"actively thinking about new jobs ","Letting the company know I want to leave ",Look on social media for jobs,3,9,5,8,8,6,6,18.43,18.43,192.236,1,,,,,2.594,22.139,23.602,2,"I would like to leave my toxic job to find a new one that makes me happy. ",No,2,10,8,8,8,4,6,,,,,,,,,,,,,,,,,,,,,,4,,,I am,23,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,false,false,false,false,,,,,,,
2021-08-21 19:22:21,2021-08-21 19:35:36,IP Address,90.201.133.60,100,794,True,2021-08-21 19:35:36,R_2fBBs26sagv4Trd,,,,,57.145294189453125,-2.0944976806640625,anonymous,EN,5f4dbedb586c80a9fced2996,Yes,,,1,2.779,84.275,86.202,5,There is a drug dealer in my block of apartments and I can’t decide whether to tell the police.,Yes,"Do nothing ","Inform police ","Ask dealer to do business elsewhere ",Confront drug dealer,,,,7,2,3,5,,,,0,0,184.735,0,,,,,6.032,134.874,136.683,4,"My neighbour is a drug dealer. Their activities cause me distress because I do not wish to be associated in any way, wittingly or not.",No,7,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,I am,49,Male,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,false,,,,,,,,,,
2021-08-21 19:26:21,2021-08-21 19:35:41,IP Address,102.252.65.146,100,559,True,2021-08-21 19:35:42,R_ZJFbQUy4HVF2797,,,,,-25.7599029541015625,28.260406494140625,anonymous,EN,611d01c76ac7a60864d499ae,Yes,,,3,9.981,180.733,181.801,8,"My friends girl is sexting me, don't what to do",No,,,,,,,,,,,,,,,6.124,6.124,187.713,1,,,,,12.826,35.091,35.972,6,I decide to confront her,Yes,,,,,,,,Confront her,,,,,,,,,,,,,,7,,,,,,,4,,,I am,22,Male,,High school diploma/A-levels,no,Control,,,,,,,,false,,,,,,
2021-08-21 19:29:52,2021-08-21 19:36:02,IP Address,85.139.13.63,100,370,True,2021-08-21 19:36:03,R_10MDr3NqQM5cCo0,,,,,38.790496826171875,-9.1858978271484375,anonymous,EN,5edfcc95c68c752e56ef008a,Yes,,3,,3.801,61.403,61.591,3,"So where i start, my dad died last 2 months and i miss him, its a really hard time but im trying to solve it.",Yes,"I tried to visit my dad every month and talk a little to him, even if i know thats impossible and im just talking to is grave.",I'm trying to be occupied and do new things.,I'm going out and have some parties with friends.,,,,,9,7,5,,,,,,,,,0,0,1.15,0,0.955,51.65,52.715,3,"I dont know, its not that hard talk about the problem, when im writting but if i was talking i would probably cry.",No,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,Never,I am,19,Male,,High school diploma/A-levels,yes,IChing,false,false,false,,,,,,,,,,,
2021-08-21 19:28:59,2021-08-21 19:36:33,IP Address,197.185.98.200,100,453,True,2021-08-21 19:36:33,R_2xL8CONWuZPlNRZ,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,611edeafd3cc8e33abc08f59,Yes,,,4,4.653,40.94,42.472,12,Not been able to go to school due to having insufficient funds,Yes,Entrepreneurship,Foreign exchange,Retail,Part time employment,,,,3,8,1,5,,,,,,,,0,0,1.379,0,9.161,72.883,73.895,5,"Not being able to go to school sometimes gets me thinking that I might not end up being successful in any sort of way in the futur , which has also been a thought in the last few minutes",Yes,,,,,,,,Think of a product or something that I can use to start up a business,Obtain an adequate amount of capital to start forex trading,Find a job and save money,,,,,3,8,1,4,,,,4,8,5,,,,,4,Yes,1-10 times,I am,19,Male,,Secondary education (e.g. GED/GCSE),no,IChing,false,false,false,false,,,,false,false,false,,,,
2021-08-21 19:23:19,2021-08-21 19:36:38,IP Address,197.185.109.166,100,798,True,2021-08-21 19:36:38,R_2QlngLFw58MilzJ,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,6118be2909540de69d6a4717,Yes,,5,,5.689,172.606,174.952,11,"It has to do with my career, i just completed my undergraduate degree in politics however in the country i reside the youth unemployment rate is so high that I'm scared that now as i am awaiting my graduation there won't be a job for me and also not sure of which sector i would like to work(public or private) in or if i should jump straight to my honours degree or go job hunting till i have funds to fund my honours degreee. ",Yes,Do more research regarding available jobs in the market,Volunteer at work places so that i don't have a gap in my resume,Get a tefl certificate and teach English online,"Find a hobby and make it lucrative ","Apply for internships and bursaries ",,,10,7,5,5,10,,,,,,,0,0,166.635,0,27.7,29.498,107.801,2,I just recently completed my undergraduate studies and i am afraid there isn't a job in the market for me...and i would like to do my honours but not sure if i will be able to fund my studies.,No,10,5,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,2,No,Never,I am,21,Female,,Undergraduate degree (BA/BSc/other),yes,IChing,false,false,false,false,false,,,,,,,,,
2021-08-21 19:30:50,2021-08-21 19:36:50,IP Address,70.67.159.175,100,360,True,2021-08-21 19:36:50,R_2YCYyWHUTIeZK3G,,,,,49.68609619140625,-124.9286041259765625,anonymous,EN,60fdba5fb75f16410533bae4,Yes,,,3,2.007,66.179,67.422,5,I want to buy a house by the time I am 30 (am currently 28) but tend to impulsively over spend rather than save my money,Yes,Automatically lock away a designated amount each paycheck,Have my work deposit a portion of my pay into a separate account,,,,,,4,4,,,,,,,,,,0,0,38.871,0,3.418,54.941,56.164,3,"I wish to buy a house by the time I am 30 but do not think I have the willpower needed to save the money. ",No,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Yes,Never,I am,28,Female,,High school diploma/A-levels,no,IChing,false,false,,,,,,,,,,,,
2021-08-21 19:26:05,2021-08-21 19:36:58,IP Address,108.71.97.83,100,653,True,2021-08-21 19:36:58,R_1dvm2GoIP8FI32q,,,,,36.75390625,-119.70849609375,anonymous,EN,61202bae67e131323ac21ca2,Yes,,4,,2.805,107.349,108.917,9,"I get extremely anxious doing something new, mostly afraid that others will judge me for my inexperience. I will either avoid doing the task or asks others to demonstrate. I tend to lose experience this way.",Yes,look up videos for demonstration,ask someone to show me,ask someone for their similar experience,search up blogs about it,take a leap of faith,take a moment to reassure myself,avoid doing the task,10,10,10,7,4,10,1,183.489,183.489,184.217,1,,,,,3.574,32.912,34.547,3,"I have anxiety and am insecure in my ability to perform tasks perfectly. ",Yes,,,,,,,,talk to a therapist,consult a family member about the issue,tell a friend,,,,,10,10,7,7,4,10,1,10,6,7,,,,,5,,,I am,18,Female,,High school diploma/A-levels,yes,Control,false,false,false,false,false,false,false,false,false,false,,,,
2021-08-21 19:22:08,2021-08-21 19:37:08,IP Address,102.134.158.82,100,899,True,2021-08-21 19:37:08,R_2AWPAGfGQcXVWpI,,,,,-26.70050048828125,27.817901611328125,anonymous,EN,611cc5cd71ecd7b85d7e0242,Yes,,3,,5.482,103.744,105.275,8,I have a problem with fact that I can not get an internship. And I am afraid it will take long.,Yes,I tried enhancing my resume.,I started applying as much as I can.,Searched online for things I can improve or change.,,,,,5,6,5,,,,,30.242,30.242,182.981,1,,,,,5.858,60.337,61.4,3,I can not get an internship.,No,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,22,Male,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:33:31,2021-08-21 19:37:10,IP Address,47.12.177.66,100,219,True,2021-08-21 19:37:11,R_3rPBjwUnnwxujwl,,,,,46.3520965576171875,-94.1045989990234375,anonymous,EN,60fdbcdc99b160f28c7ec46a,Yes,,,3,9.408,19.176,19.949,3,"Do I move to Colorado ",Yes,"Move ","Don’t move ","Move later ","Move somewhere else ",,,,7,5,5,6,,,,,,,,0,0,35.193,0,7.321,19.439,20.627,4,"I feel like I need to move but just don’t know if I should ",No,7,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,Never,I am,21,Female,,Technical/community college,no,IChing,false,false,false,false,,,,,,,,,,
2021-08-21 19:30:29,2021-08-21 19:37:46,IP Address,24.231.180.213,100,437,True,2021-08-21 19:37:47,R_12bZjDNUH5RGBKl,,,,,42.42889404296875,-83.78279876708984375,anonymous,EN,6120b9cdc0262086d3120fbe,Yes,,,3,1.439,118.017,118.878,2,"I need to move to get away from a neighbor who is part of a militia and harasses me for being transgender, and to get away from my landlord who is friends with the neighbor and often tries to charge me for normal maintenance and repairs. I've been struggling to find somewhere else I can afford for about a year. ",Yes,I find an apartment in my price range and move,I find more income so I can afford a better apartment,I find ways to adapt to living here,I get housing assistance from an outside agency,,,,10,8,3,9,,,,,,,,46.113,46.113,56.341,1,4.32,50.238,51.186,2,I could reach out to more friends for help finding a new living situation - maybe they have solutions or advice that I haven't considered,Yes,,,,,,,,Rent a room from a friend,ask friends to help me find a new apartment,,,,,,10,8,2,9,,,,5,7,,,,,,3,Yes,1-10 times,I am,31,Other (Please describe if you wish),Masc-leaning nonbinary,Technical/community college,no,IChing,false,false,false,false,,,,false,false,,,,,
2021-08-21 19:22:16,2021-08-21 19:37:56,IP Address,177.232.90.250,100,939,True,2021-08-21 19:37:56,R_12Jes0Wd8RYQGqG,,,,,22.1345062255859375,-100.94519805908203125,anonymous,EN,61185cc600fb8da53dbb1741,Yes,,,4,3.794,33.981,34.376,5,"I am indecisive if i should get a part time job while i study. ",Yes,"Get a job and get a better organised schedule so i can study and get some money. ","Not getting a job so i can focuse 100% on school but depending on my parent’s money. ",,,,,,8,5,,,,,,,,,,129.547,208.572,210.008,3,36.233,231.683,232.762,9,"don’t know if i should get a part time job while i study ",No,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Yes,1-10 times,I am,19,Female,,High school diploma/A-levels,no,IChing,false,false,,,,,,,,,,,,
2021-08-21 19:12:20,2021-08-21 19:38:46,IP Address,105.225.174.151,100,1586,True,2021-08-21 19:38:47,R_1q540simTaEPyRL,,,,,-29.617706298828125,30.3834991455078125,anonymous,EN,https://app.prolific.co/,Yes,,,5,5.126,156.123,157.697,7,I grew up with single parent which is mother and l went to schoo up to o level but for my life l never got s descent life always fancial problems among other problems,Yes,"To visit my fathers place but no money do travel to the place ","Its traditional so l need 1500 usd to buy a cow and other need stuff to solve the problem ","I wad raised by my mothers mother and she died without me doing any thing so need to money to do retuals to her family too ",,,,,10,10,10,,,,,25.614,177.366,181.565,7,,,,,11.501,158.596,159.862,5,"Since. did not get enough education l csn resort to techinical courses to the college to get work and btter salary ",Yes,,,,,,,,"Doing practical courses or loking for a job that can give me money to solve all my problems ","I am looking for any job to do for now to manage my prblems ",,,,,,10,10,10,,,,,10,1,,,,,,5,,,I am,44,Male,,Secondary education (e.g. GED/GCSE),no,Control,false,false,false,,,,,false,false,,,,,
2021-08-21 19:34:50,2021-08-21 19:39:05,IP Address,161.230.43.63,100,254,True,2021-08-21 19:39:05,R_1ih8LyjTf84QOrd,,,,,41.169097900390625,-8.6793060302734375,anonymous,EN,5f411fbace2acb2737fa819f,Yes,,4,,1.934,48.143,52.18,8,"i was abused mentaly by some of my family members ",Yes,just move on whit my life,"try to explane to my family that what they did was wrong ",,,,,,9,4,,,,,,,,,,0,0,29.248,0,10.115,10.89,12.759,2,.,Yes,,,,,,,,.,.,,,,,,9,4,,,,,,1,1,,,,,,4,No,Never,I am,18,Male,,High school diploma/A-levels,yes,IChing,false,false,,,,,,false,false,,,,,
2021-08-21 19:32:45,2021-08-21 19:39:07,IP Address,151.210.137.248,100,382,True,2021-08-21 19:39:08,R_ea3Iqg2RCeDbsQh,,,,,-36.8506011962890625,174.767913818359375,anonymous,EN,60fcf7e8002c2c1b89b03b30,Yes,,,4,1.125,23.685,24.314,3,I fell in love with someone who had to relocate to a different city for work,Yes,Move to the city that they are located,Wait to see in the future if they are able to move back,Forget about them and cut all ties,,,,,4,10,3,,,,,185.8,185.8,186.149,1,,,,,2.142,47.654,48.908,2,"Now my problem is even more annoying and frustrating as there is no logical or clear answer and I just spent three minutes thinking about it when I already know there is no answer. ",No,4,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,I am,30,Female,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:26:12,2021-08-21 19:39:11,IP Address,167.248.121.63,100,778,True,2021-08-21 19:39:11,R_8AGu3JXdtcA3inL,,,,,40.8484954833984375,-96.62470245361328125,anonymous,EN,6108482d2c763cf87cb56816,Yes,,,4,1.959,155.307,157.085,2,"Recently my boyfriends father passed away. We have been dating for a year and and this is new territory for us when it comes to either one of us grieving and processing something big that just happened in out lives. I want to me there for him but don't want to smother him either. I want to give him the space he needs to process but also want him to know I am always here to talk when he needs it. ",No,,,,,,,,,,,,,,,,,,,0,0,68.538,0,23.563,312.053,314.858,9,"We always talk about communication and how important it is to communicate with each other when we are sad or unhappy about something. Maybe he needs to tell me when he is unhappy or sad and doesn't want to talk and I can go to another room or different location for him to process his thoughts and spend time with himself and his emotions. ",Yes,,,,,,,,Communicate with each other,Give him space when asked,Talk to him when he wants to talk,,,,,,,,,,,,10,8,7,,,,,5,No,Never,I am,27,Female,,Undergraduate degree (BA/BSc/other),no,IChing,,,,,,,,false,false,false,,,,
2021-08-21 19:29:22,2021-08-21 19:39:21,IP Address,102.249.4.209,100,599,True,2021-08-21 19:39:22,R_8l7rDTFartXDm25,,,,,-29.8556060791015625,31.0449066162109375,anonymous,EN,611975f8f09298fa45bc076a,Yes,,5,,4.83,93.333,94.677,6,My family needs a financial breakthrough. There is not enough income.,Yes,"I’m gonna go into Forex to try and help out financially. ",,,,,,,10,,,,,,,149.114,149.965,182.202,2,,,,,7.585,89.168,89.957,9,"We need more financial stability. We need to fix our house. There needs to be two stable incomes. ",No,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,I am,20,Female,,Undergraduate degree (BA/BSc/other),yes,Control,false,,,,,,,,,,,,,
2021-08-21 19:15:26,2021-08-21 19:39:23,IP Address,165.255.107.22,100,1437,True,2021-08-21 19:39:24,R_28SRYVJxVuAeWDd,,,,,-29.9055938720703125,30.9405059814453125,anonymous,EN,6118060297223203984b2801,Yes,,5,,9.601,432.686,437.2,15,unemployed,Yes,Build general skills,Take Internship opportunities,Keep educating myself,Build digital skills,Keep updating your resume,,,7,10,7,6,6,,,,,,,3.839,3.839,8.058,1,20.058,60.145,62.763,4,unemployment,Yes,,,,,,,,"volunteer work ",,,,,,,10,8,6,8,5,,,3,,,,,,,5,No,Never,I am,28,Male,,High school diploma/A-levels,yes,IChing,false,false,false,false,false,,,false,,,,,,
2021-08-21 19:32:24,2021-08-21 19:39:27,IP Address,174.6.72.43,100,423,True,2021-08-21 19:39:28,R_12mdpsLgGbF2rc1,,,,,49.2635040283203125,-122.93310546875,anonymous,EN,610a14baf2f82b6f19b887be,Yes,,,3,1.656,23.446,23.982,10,Undecided career path,Yes,Nursing school,Sonography tech,Go back to do kinesiology degree,,,,,8,7,6,,,,,3.391,10.339,182.119,4,,,,,4.569,31.174,31.749,14,Still unsure what career path I want,No,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,23,Female,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:20:34,2021-08-21 19:39:29,IP Address,94.61.123.214,100,1135,True,2021-08-21 19:39:29,R_cxamNiMpQycWwEh,,,,,41.3800048828125,-8.77099609375,anonymous,EN,5ea38becad3e96196b62698b,Yes,,5,,1.32,48.213,49.042,3,I have a long distance relationship.,Yes,Try to have more free time,Move to the city of my girlfriend,Her move to my city,Try to see her everytime i have a free time,,,,7,5,5,10,,,,182.111,182.111,182.43,1,,,,,6.007,22.044,22.857,2,"Long distance relationship ",Yes,,,,,,,,have calm and just enjoy the time i have with her,try to enjoy every call and time together,,,,,,6,5,5,10,,,,10,10,,,,,,5,,,I am,20,Male,,Undergraduate degree (BA/BSc/other),yes,Control,false,false,false,false,,,,false,false,,,,,
2021-08-21 19:27:32,2021-08-21 19:39:29,IP Address,47.221.113.158,100,717,True,2021-08-21 19:39:30,R_9Tf7qyJKuAlQmyJ,,,,,30.031005859375,-95.26309967041015625,anonymous,EN,611844d4991f934439fb1c09,Yes,,,3,1.542,31.205,32.123,2,"General financial issues, specifically being able to afford to move out of family's home and on our own.",Yes,taking on extra jobs to save up and/or pay off credit cards more quickly,create an itemized budget and stick more closely to it,use savings to pay off the car early and put the money month to month that has been dedicated to the car payment towards credit cards,asking for a loan from family,dipping into investments/401k/etc to pay down debt,,,7,4,7,1,2,,,0,0,187.61,0,,,,,3.493,87.417,88.448,3,"The problem is less about being able to move out on our own, and more about financial independence. I'd like to find long-term, sustainable ways of making extra money so my partner doesn't feel as pressured to provide for us and our child, and get to pay down debt more quickly to ease some of the stress in our day to day lives.",Yes,,,,,,,,starting to sell my plant cuttings,Reducing spending without having to make a strict budget,selling the second car to pay off debt faster and get ahead of the interest,,,,,8,4,3,1,2,,,3,9,2,,,,,4,,,I am,26,Other (Please describe if you wish),nonbinary/genderfluid,High school diploma/A-levels,no,Control,false,false,false,false,false,,,false,false,false,,,,
2021-08-21 19:15:47,2021-08-21 19:39:36,IP Address,72.140.52.43,100,1429,True,2021-08-21 19:39:37,R_1fkhbKyvCO0026s,,,,,43.5751953125,-79.62960052490234375,anonymous,EN,5f6a546fe472fc0f4dc976c9,Yes,,4,,1.425,285.185,311.535,64,"I use my tech devices (i.e. laptop/phone) for too long in bed, when I should be sleeping. ",Yes,"When I need to sleep, place the devices far away from my bed/bedside",Create a relaxing bedtime routine,"Cut off screen time before bed, 1 hour or 30 minutes",,,,,8,7,5,,,,,121.927,125.427,208.229,5,,,,,3.087,276.369,283.788,46,"I use my tech devices for too long in bed, when I should be sleeping. The reason I use them might be because of the excessive dopamine it provides, or because I simply do not want to sleep as soon.",Yes,,,,,,,,"Replace using technology with something else that's relaxing, like reading",,,,,,,8,6,4,,,,,8,,,,,,,5,,,I am,32,Male,,Graduate degree (MA/MSc/MPhil/other),yes,Control,false,false,false,,,,,false,,,,,,
2021-08-21 19:19:19,2021-08-21 19:39:45,IP Address,102.66.35.12,100,1226,True,2021-08-21 19:39:46,R_recpK40ANiJmccV,,,,,-33.7621002197265625,25.4022979736328125,anonymous,EN,610b51987e8addaf0a6768b2,Yes,,4,,4.796,282.945,284.077,22,"I don't know what I should be doing with my life career wise. I tried studying towards a degree in 2020 but ended up dropping it because I don't see myself  in that field of work, or any field of work, for that matter.",Yes,Study to become a medical doctor/ dentist.,Going into the arts because I'm quite good at it.,Start looking at universities abroad.,,,,,10,5,8,,,,,17.104,17.607,184.633,3,,,,,11.676,198.158,199.233,15,I do not know what to do with my life career-wise. The cons outweigh the pros when looking at the careers that seem more attractive to me.,No,10,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,20 years old,Male,,High school diploma/A-levels,yes,Control,false,false,false,,,,,,,,,,,
2021-08-21 19:30:31,2021-08-21 19:39:47,IP Address,47.39.100.234,100,555,True,2021-08-21 19:39:47,R_2z6bBMJNNMagdiO,,,,,34.18359375,-118.296295166015625,anonymous,EN,6113ad4d3cf80aa40e77bbb8,Yes,,,3,21.804,68.622,69.62,2,Parent has been in hospital for a few months and I'm having trouble focusing on my mental/physical health.,Yes,Find a psychologist and contact them,Confide in other family members who can empathize,Meditate,Fix poor sleeping schedule,Meal prep to make sure I'm eating enough,,,10,7,4,8,7,,,0,0,182.671,0,,,,,3.245,66.234,67.06,2,My parent has been in the hospital for a while and I'm forgetting to look after my mental and physical health.,No,10,6,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,3,,,I am,21,Female,,Undergraduate degree (BA/BSc/other),no,Control,false,false,false,false,false,,,,,,,,,
2021-08-21 19:14:39,2021-08-21 19:40:13,IP Address,102.252.66.76,100,1534,True,2021-08-21 19:40:13,R_susLEjNUvxIFqF3,,,,,-23.8782958984375,29.4326019287109375,anonymous,EN,6117c114adfb631375cda57d,Yes,,,4,5.957,297.076,298.749,7,In a family of 6. I am number five and the only one who is currently working. All my siblings depend on me financially. My husband and I just bought a house 3 months ago and it has wiped out our bank account from savings to credit accounts. So we are currently struggling financially and I feel helpless and depressed and it affects the intimacy level in my house. I am unable to help out at home as we speak,Yes,"Started a side business, part time. Even introduced my husband to take part in it so that we generate extra income. ",Applied for a cleaning job for my older sister,Helped my youngest brother to start his own business. Selling braai meet as a street vendor,"Doing extra shifts at work but I am always tired. ",,,,8,7,10,4,,,,,,,,0,0,337.78,0,17.316,214.866,217.98,13,We are running low on finances in the house hold. I am tired of doing extra shifts. I feel my husband needs to do more than he is doing now. I feel I am the only one working extra for us to survive. This leads to decreased libido on my side,Yes,,,,,,,,My husband needs to help me more on the part time business,"My husband needs to be doing extra shifts as well, so that we supplement our income",,,,,,9,8,10,3,,,,9,8,,,,,,4,Yes,Never,I am,28,Female,,Undergraduate degree (BA/BSc/other),no,IChing,false,false,false,false,,,,false,false,,,,,
2021-08-21 19:27:07,2021-08-21 19:40:23,IP Address,76.123.117.138,100,796,True,2021-08-21 19:40:23,R_6SBZUjmykAhfDjz,,,,,30.3957977294921875,-81.689300537109375,anonymous,EN,61203b6179a941061407ce62,Yes,,,3,1.904,139.224,140.676,4,Navigating society and careers during a pandemic. It has heavily affected friends and family of mine including myself. Moving forward and working towards the life I would like to live almost seems impossible.,Yes,Find ways to study and work from home.,Be more communicative to keep in touch with people.,Deal with the current circumstances.,,,,,10,6,1,,,,,0,0,181.79,0,,,,,5.907,119.078,120.894,5,"With covid running rampant in the US, working with the public is scary and going to school is a hassle with lack of work. Distance has separated me from friends and family which as a whole effects my mental health and perspective of the world.",Yes,,,,,,,,Get vaccinated and hope it keeps me safe.,Taking the necessary precautions but not letting it stop me.,,,,,,10,7,1,,,,,4,6,,,,,,3,,,I am,20,Female,,Secondary education (e.g. GED/GCSE),no,Control,false,false,false,,,,,false,false,,,,,
2021-08-21 19:30:26,2021-08-21 19:40:38,IP Address,107.77.230.191,100,612,True,2021-08-21 19:40:38,R_2xRfMuP8qCOcw6C,,,,,34.0525970458984375,-118.2122039794921875,anonymous,EN,611bfe793c995288a5d569b0,Yes,,,5,1.362,60.584,61.954,4,"I’m trying to decide if I should move in with my boyfriend. I really like the location and price of my current apartment but it doesn’t have AC or a dishwasher and we recently discovered a structural issue with the floor. But also, moving in is a big step and moving is generally a hassle",Yes,End lease now and move in with boyfriend,Wait a few months and move in with my boyfriend when work isn’t so busy,"Don’t move in with my boyfriend and stay in the same apartment ",Don’t move in with my boyfriend but still move to a new apartment.,,,,3,9,6,8,,,,19.008,183.601,185.065,6,,,,,2.712,109.085,109.592,5,I guess one thing I thought about was moving to a new city where I could afford a home. I think I’m just sick of apartment life and I worry that moving apartments wouldn’t solve my angst. Like if I could swing it maybe I’d be happier moving to a new state.,Yes,,,,,,,,Move in with parents,Buy home in new state,,,,,,3,8,1,7,,,,1,6,,,,,,4,,,I am,25,Female,,Graduate degree (MA/MSc/MPhil/other),no,Control,false,false,false,false,,,,false,false,,,,,
